Gericht,Aktenzeichen,Datum,Art,Rechtsgrundlage,Text,Schlagwort,Urteil,pagination,pagination-href
Gericht der Europäischen Union,T-204/99,12.07.2001,Urteil,Verhaltenskodex für den Zugang zu Rats- und Kommissionsdokumenten,"Der Europäische Rat und die Europäische Kommission sind berechtigt, der Öffentlichkeit den teilweisen Zugang zu Dokumenten zu verweigern, sofern sich nach Prüfung der Dokumente ergibt, dass der teilweise Zugang sinnlos ist. Dies ist der Fall, wenn die Teile der Dokumente so wenig Informationen enthalten, dass sie für den Kläger wertlos sind. Die Europäischen Organe sind gehalten, für jedes beantragte Dokument zu prüfen, ob die Verbreitung geeignet ist, ein geschütztes öffentliches Interesse zu beeinträchtigen. Sie müssen jedoch nicht für jedes einzelne Dokument die zwingenden Gründe, die zur Verweigerung des Zugangs geführt haben, angeben. Es ist ausreichend, Gruppen von Dokumenten zu bilden und Gründe für die jeweiligen Gruppen anzugeben.","Ablehnungsbegründung, Aussonderungen, Internationale Beziehungen",http://www.lda.brandenburg.de/media_fast/5955/EuG_T_204_99.pdf,34,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=660
Verwaltungsgericht Potsdam,3 K 3376/00,13.11.2001,Urteil,Akteneinsichts- und Informationszugangsgesetz (Brandenburg),"Der Einsichtnahme in die Akten eines sparkassenaufsichtlichen Verfahrens stehen Ausschlusstatbestände des Akteneinsichts- und Informationszugangsgesetzes entgegen. Es handelt sich dabei um die Regelung zum Schutz von Angaben und Mitteilungen öffentlicher Stellen, die dem Gesetz nicht unterfallen und der Einsichtnahme nicht zugestimmt haben. Außerdem liegt auch der Ausschlussgrund zum Schutz von Akten, die der Aufsicht über eine andere Stelle dienen vor. Soweit das Akteneinsichts- und Informationszugangsgesetz - wie hier vorliegend - den Ausschluss der Akteneinsicht vorsieht, kann daneben nicht auf allgemein rechtsstaatliche Gründe und den Grundsatz von Treu und Glauben als Grundlage für den Informationszugang zurückgegriffen werden.","Anwendungsbereich/Zuständigkeit, Aufsichtsaufgaben, Konkurrierende Rechtsvorschriften, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/VG_Potsdam_3_K_3376_00.pdf,34,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=660
Europäischer Gerichtshof,C-353/99 P,06.12.2001,Urteil,Beschluss 93/731/EG über den Zugang zu Ratsdokumenten,"Zweck des Beschlusses ist es, der Öffentlichkeit einen möglichst umfassenden Zugang zu den Dokumenten des Rates zu bieten; Ausnahmen sind demzufolge eng auszulegen. Der Grundsatz der Verhältnismäßigkeit verpflichtet den Europäischen Rat zur Prüfung, ob ein teilweiser Zugang zu einem Dokument gewährt werden kann, das anderenfalls der Öffentlichkeit nicht zugänglich wäre. Allerdings darf die Ausnahme nicht über das zur Erreichung des verfolgten Ziels angemessene und erforderliche Maß hinausgehen. Damit hatte die Entscheidung des Europäischen Gerichts Bestand; das Rechtsmittel wird zurückgewiesen.","Ablehnungsbegründung, Aussonderungen, Interessenabwägung",http://www.lda.brandenburg.de/media_fast/5955/EuGH_C_353_99_P.pdf,34,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=660
Verwaltungsgericht Düsseldorf,1 K 6481/99,14.12.2001,Urteil,Sonstige,"Auf der Grundlage des Landespressegesetzes Nordrhein-Westfalen verurteilt das Verwaltungsgericht die Beklagte, zwei Journalisten Auskunft über die Kosten für ein Gutachten über die Linienführung einer U-Bahn herauszugeben. Die Urteilsbegründung befasst sich ausführlich mit dem Verhältnis zwischen dem Landespressegesetz und dem Strafgesetzbuch.",,http://www.lda.brandenburg.de/media_fast/5955/VG_Duesseldorf_1_K_6481_99.pdf,34,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=660
Gericht der Europäischen Union,T-211/00,07.02.2002,Urteil,Beschluss 93/731/EG über den Zugang zu Ratsdokumenten,"Das Gericht erklärt die Entscheidung des Rats für nichtig, den Zugang zu Berichten über die politische und Menschenrechtslage in Drittländern sowie eine Liste von Kontaktpersonen, die mit der Bearbeitung von Asylanträgen befasst war, vollständig zu verweigern. Die ausnahmsweise Ablehnung eines Informationszugangsantrags ist nur rechtsgültig, wenn sie auf einer normierten Ausnahme beruht . Die hier in Rede stehenden Ausnahmen können nur angewandt werden, wenn die Gefahr einer Beeinträchtigung des öffentlichen Interesses absehbar und nicht rein hypothetisch ist. Der Verzicht auf eine Aussonderung schutzbedürftiger Passagen unter Offenlegung der übrigen Informationen kommt nur im Falle eines unverhältnismäßigen Aufwands in Frage. Alleine das Vorhandensein negativer Informationen über die Lage in einem Drittland bedeutet nicht zwangsläufig, dass der Zugang zu ihnen wegen der Gefahr der Beeinträchtigung eines öffentlichen Interesses abgelehnt werden darf. Vielmehr bedarf es der konkreten Darlegung, dass die Veröffentlichung eine Gefahr für ein öffentliches Interesse nach sich ziehen würde. Dies ist nicht der Fall, wenn die streitigen Informationen bereits öffentlich zugänglich sind, keine politisch sensiblen Wertungen des Rates enthalten, und nicht mehr den aktuellen Stand darstellen.","Allgemein zugängliche Quelle, Interessenabwägung, Internationale Beziehungen, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/EuG_T_211_00.pdf,34,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=660
Verwaltungsgericht Berlin,23 A 214.00,26.02.2002,Urteil,Informationsfreiheitsgesetz (Berlin),"Ein innerhalb der Rahmengebühr festgesetzter Gebührensatz ist rechtswidrig, wenn ein grobes Missverhältnis zwischen Verwaltungsaufwand und Gebührensatz besteht, wenn er nicht ausgerichtet ist an der typischen Bedeutung der Amtshandlung oder wenn die wirtschaftlichen Verhältnisse des Gebührenschuldners nicht beachtet werden. Um dem Gericht die Kontrolle der behördlichen Ermessensausübung zu ermöglichen, muss die Behörde in einer schriftlichen Begründung die Gesichtspunkte ihrer Ermessensentscheidung bei der Berechnung der Gebührenhöhe mitteilen. Das Urteil enthält zudem Ausführungen zur Berücksichtigung des behördlichen Zeitaufwands bei Gebührenfestsetzung.",Kosten,http://www.lda.brandenburg.de/media_fast/5955/VG_Berlin_23_A_214_00.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Verwaltungsgericht Berlin,23 A 202.00,26.02.2002,Urteil,Informationsfreiheitsgesetz (Berlin),"Der Schutz personenbezogener Daten sowie das Verfolgen überwiegend privater Interessen durch den Antragsteller stehen der Einsicht in einen Dienstaufsichtsbeschwerdevorgang entgegen. Der Schutz personenbezogener Daten bezieht sich auch auf solche Informationen, die der Antragsteller bereits kennt und die er möglicherweise der Behörde selbst zur Kenntnis gegeben hat. Aussonderungen sind aufgrund einer Vielzahl personenbezogener Daten nicht möglich; ansonsten bliebe nur eine leere Hülle zurück. Auch steht dem ein unverhältnismäßig hoher Aufwand entgegen, der durch die Gebühren nicht aufgewogen wird. Im vorliegenden Fall betrieb der Kläger seine eigene Rehabilitierung und hoffte, durch die Einsichtnahme seinen eigenen Verantwortungsbeitrag relativieren zu können.","Aussonderungen, Kosten, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/VG_Berlin_%2023_A_202_00.pdf,34,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=660
Verwaltungsgericht Gelsenkirchen,17 L 494/02,21.03.2002,Beschluss,Informationsfreiheitsgesetz (Nordrhein-Westfalen),"Das Verwaltungsgericht verpflichtet die Behörde auf dem Wege einer einstweiligen Anordnung zur Vorlage von Bautagebüchern. Die Gefährdung der Erfolgsaussichten der öffentlichen Stelle als Partei in einem Zivilrechtsstreit stellt keinen Ablehnungsgrund dar. Geklagt hatte ein Gewerbetreibender, der zivilrechtlich gegen die Beeinträchtigungen durch eine Baustelle und die daraus entstandenen Umsatzeinbußen vorzugehen beabsichtigte.","Konkurrierende Rechtsvorschriften, Schutz besonderer Verfahren",http://www.lda.brandenburg.de/media_fast/5955/VG_Gelsenkirchen_17_L_494_02.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Verwaltungsgericht Düsseldorf,3 K 335/02,07.05.2002,Urteil,Informationsfreiheitsgesetz (Nordrhein-Westfalen),"Aus dem Informationsfreiheitsgesetz Nordrhein-Westfalen ergibt sich kein Anspruch des Mitglieds einer Industrie- und Handelskammer auf Informationen über die Wahl zur Vollversammlung der Kammer. Dies folgt schon daraus, dass die Klägerin keine natürliche Person ist. Deshalb kann offen bleiben, in welchem Umfang die verlangten Angaben dem Informationsbegriff des Gesetzes unterfallen. Das Gesetz verpflichtet die jeweiligen Stelle jedenfalls nicht zu einer statistischen Auswertung.","Antragsberechtigung, Begriffsbestimmung, Konkurrierende Rechtsvorschriften",http://www.lda.brandenburg.de/media_fast/5955/VG_Duesseldorf_3_K_335_02.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Oberverwaltungsgericht Nordrhein-Westfalen,21 E 349/02,08.05.2002,Beschluss,Umweltinformationsgesetz (Nordrhein-Westfalen),Für ein Auskunftsverlangen auf der Grundlage des Informationsfreiheitsgesetzes Nordrhein-Westfalen ist der Verwaltungsrechtsweg gegeben.,Prozessuales,http://www.lda.brandenburg.de/media_fast/5955/OVG_NW_21_E_349_02.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Oberverwaltungsgericht Nordrhein-Westfalen,21 B 589/02,19.06.2002,Beschluss,Informationsfreiheitsgesetz (Nordrhein-Westfalen),"Das Oberverwaltungsgericht bestätigt im Wesentlichen die einstweilige Anordnung zur Vorlage von Bautagebüchern. Es verneint eine Beschränkung des Anwendungsbereichs des Informationsfreiheitsgesetz Nordrhein-Westfalen auf öffentlich-rechtliche Verwaltungstätigkeiten. Auch ist die Abwendung eines rechtlichen oder wirtschaftlichen Nachteils der öffentlichen Stelle kein Ablehnungsgrund. Vom Anordnungsanspruch nimmt das Oberverwaltungsgericht allerdings Informationen über eine bestimmte Baumaßnahme aus, die von der Beklagten nicht durchgeführt wurde, sodass diese auch nicht über Unterlagen hierüber verfügt. Der Beschluss des Verwaltungsgerichts wird insoweit geändert.","Konkurrierende Rechtsvorschriften, Schutz besonderer Verfahren",http://www.lda.brandenburg.de/media_fast/5955/OVG_NW_21_B_589_02.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Verwaltungsgericht Düsseldorf,3 K 3073/02,27.08.2002,Urteil,Informationsfreiheitsgesetz (Nordrhein-Westfalen),"Das Verwaltungsgericht weist die Klage des Mitglieds einer Vollversammlung der Industrie- und Handelskammer (IHK) auf Einsicht in Unterlagen der Rechnungsprüfungsstelle ab. Die Satzung der IHK sieht ein solches Einsichtsrecht nicht vor. Das Informationsfreiheitsgesetzes ist zwar anwendbar, allerdings stellt die Haushalts- Kassen- und Rechnungslegungsordnung der Kammer eine vorrangige Regelung dar, welche die Vorschriften des Informationsfreiheitsgesetzes verdrängt.","Antragsberechtigung, Anwendungsbereich/Zuständigkeit, Konkurrierende Rechtsvorschriften",http://www.lda.brandenburg.de/media_fast/5955/VG_Duesseldorf_3_K_3073_02.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Verwaltungsgericht Potsdam,3 K 4330/99,15.10.2002,Urteil,Akteneinsichts- und Informationszugangsgesetz (Brandenburg),"Die Einholung von Stellungnahmen durch die Kommunalaufsicht anlässlich eines Aufsichtsverfahrens genügt, um den Ausschlussgrund des § 4 Abs. 1 Nr. 5 Akteneinsichts- und Informationszugangsgesetz zu erfüllen, wonach die Inhalte der Akten der Aufsicht über eine andere Stelle dienen müssen. Zwar räumt § 18 Abs. 1 Brandenburgisches Datenschutzgesetz dem Betroffenen ein Einsichtsrecht hinsichtlich personenbezogener Daten ein, jedoch steht diesem der Ausschlussgrund des § 18 Abs. 3 Brandenburgisches Datenschutzgesetz entgegen. Danach entfällt die Verpflichtung zur Gewährung der Einsicht, soweit die personenbezogenen Daten nach einer Rechtsvorschrift geheimgehalten werden müssen. § 4 Abs. 1 Nr. 5 Akteneinsichts- und Informationszugangsgesetz ist eine solche Vorschrift.","Aufsichtsaufgaben, Aussonderungen, Konkurrierende Rechtsvorschriften, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/VG_Potsdam_3_K_4330_99.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Finanzgericht Münster,1 K 7155/00 S,05.11.2002,Urteil,Informationsfreiheitsgesetz (Nordrhein-Westfalen),"Die bewusste Nichtgewährung der Akteneinsicht für Steuerpflichtige im Verwaltungsverfahren durch die Abgabenordnung verstößt weder gegen das Recht auf informationelle Selbstbestimmung, noch ergibt sich ein Einsichtsrecht aus dem Informationsfreiheitsgesetz Nordrhein-Westfalen. Letzteres ist ein Landesgesetz und kann die Abgabenordnung als Bundesrecht nicht außer Kraft setzen. Die Finanzverwaltung gewährt Akteneinsicht lediglich im Einzelfall nach Ermessen. Da es um die Überprüfung einer Entscheidung der Finanzbehörden geht, sind Abgabenangelegenheiten betroffen; damit wird der Verwaltungsrechtsweg von der Spezialzuständigkeit der Finanzgerichte verdrängt.","Anwendungsbereich/Zuständigkeit, Konkurrierende Rechtsvorschriften, Prozessuales",http://www.lda.brandenburg.de/media_fast/5955/FG_Muenster_1_K_7155_00_S.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Verwaltungsgericht Minden,3 K 1201/02,15.11.2002,Urteil,Umweltinformationsgesetz (Nordrhein-Westfalen),"Das vom Informationsfreiheitsgesetz Nordrhein-Westfalen geforderte rechtliche Interesse an der Kenntnis personenbezogener Daten ist nicht gegeben, wenn der Antragsteller ausschließlich in Erfahrung bringen will, wer ihn bei der Behörde ""angeschwärzt"" hat und das Recht oder die Rechtslage des Klägers ohne die Akteneinsicht nicht gefährdet ist. Unter diesen Umständen kommt es auf die weitere Frage, ob überwiegende schutzwürdige Belange der betroffenen Personen der Offenbarung entgegenstehen, nicht mehr an.","Konkurrierende Rechtsvorschriften, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/VG_Minden_3_K_1201_02.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Verwaltungsgericht Düsseldorf,3 K 4502/02,19.11.2002,Urteil,Informationsfreiheitsgesetz (Nordrhein-Westfalen),"Der Anwendbarkeit des Informationsfreiheitsgesetzes Nordrhein-Westfalen auf die Niederschrift über die Vollversammlung der Industrie- und Handelskammer steht nicht entgegen, dass Einrichtung und Aufgaben der Kammer bundesrechtlich geregelt sind. Ihre Wahlordnung stellt ferner keine abweichende Regelung im Sinne des Informationsfreiheitsgesetzes Nordrhein-Westfalen dar. Die Niederschrift dokumentiert nicht den Wahlvorgang als solchen, sondern dessen Auswertung und fällt mithin nicht unter das Wahlgeheimnis.","(Gesetzliche) Geheimhaltungspflichten, Anwendungsbereich/Zuständigkeit, Konkurrierende Rechtsvorschriften",http://www.lda.brandenburg.de/media_fast/5955/VG_Duesseldorf_3_K_4502_02.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
Verwaltungsgericht Berlin,23 A 236.00,17.12.2002,Urteil,Informationsfreiheitsgesetz (Berlin),"Die Einholung der Zustimmung betroffener öffentlicher Stellen außerhalb des Landes Berlin steht nicht im Ermessen der Behörde; diese ist verpflichtet, nach der Zustimmung zu fragen. Der Antragsteller kann nicht darauf verwiesen werden, die Zustimmung selbst einzuholen. Der Ausnahmetatbestand des Gesetzes zum Schutz des Willensbildungsprozesses kommt nur zum Tragen, wenn die Akten den Verlauf der Willensbildung darstellen. Sachinformationen und das Ergebnis der Willensbildung fallen nicht darunter, wenn sie von dem Prozess isoliert werden können. Geschützt sind hingegen auch Teilnehmerlisten und Einladungen zu Treffen, auf denen eine behördliche Willensbildung stattfand. Der Schutz ist zeitlich nicht begrenzt; er soll sicherstellen, dass Behördenmitarbeiter künftig noch bereit sind, sich unbefangen zu äußern. Das Urteil enthält zudem Ausführungen zur Erforderlichkeit der Durchführung eines Vorverfahrens. Siehe auch Urteil des Verwaltungsgerichts Berlin vom17. Dezember 2002, AZ: 23 A 182.01.","Beratungsgeheimnis (behördlicher Entscheidungsprozess), Beziehungen zum Bund / zu anderen Bundesländern, Drittbetroffenheit, Durchführung des Antragsverfahrens",http://www.lda.brandenburg.de/media_fast/5955/VG_Berlin_23_A_236_00.pdf,33,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=640
